seller_id,category_en,customer_state,n,avg_price,avg_freight,avg_total,median_days,neg_rate
39c763cca83e654764b7a4a650fb9b7c,sports_leisure,GO,3,69.0,10.53,79.53,5.71,33.33
39c763cca83e654764b7a4a650fb9b7c,sports_leisure,MT,1,69.0,22.41,91.41,14.48,0.0
39c763cca83e654764b7a4a650fb9b7c,sports_leisure,PR,1,59.0,21.21,80.21,36.98,100.0
39c763cca83e654764b7a4a650fb9b7c,sports_leisure,RS,1,59.0,22.91,81.91,35.4,100.0
39c763cca83e654764b7a4a650fb9b7c,sports_leisure,SP,3,59.33,29.5,88.83,7.74,0.0
39c763cca83e654764b7a4a650fb9b7c,sports_leisure,TO,1,60.0,15.3,75.3,6.13,0.0
39d54ff918774174706fb065d7f9dc07,auto,GO,3,60.5,15.74,76.24,11.26,0.0
39d54ff918774174706fb065d7f9dc07,auto,MG,4,43.62,15.64,59.26,12.02,25.0
39d54ff918774174706fb065d7f9dc07,auto,MT,1,99.0,18.26,117.26,26.87,0.0
39d54ff918774174706fb065d7f9dc07,auto,PE,1,99.0,20.74,119.74,16.33,0.0
39d54ff918774174706fb065d7f9dc07,auto,RJ,2,59.5,15.77,75.27,15.03,0.0
39d54ff918774174706fb065d7f9dc07,auto,RS,2,67.0,14.72,81.72,19.47,0.0
39d54ff918774174706fb065d7f9dc07,auto,SC,1,22.0,15.11,37.11,12.9,0.0
39d54ff918774174706fb065d7f9dc07,auto,SP,7,71.81,10.85,82.66,3.21,42.86
39d61be7a92eb77b7da367bd4845bc0e,furniture_decor,BA,1,48.99,23.49,72.48,18.86,0.0
39d61be7a92eb77b7da367bd4845bc0e,furniture_decor,MG,1,48.99,19.53,68.52,13.76,0.0
39d61be7a92eb77b7da367bd4845bc0e,furniture_decor,RS,2,48.99,19.42,68.42,12.1,50.0
39d61be7a92eb77b7da367bd4845bc0e,furniture_decor,SP,3,50.63,9.26,59.89,7.03,0.0
39f776d2974049026ff531fc42ef2a3e,construction_tools_safety,MG,2,447.34,22.2,469.54,18.55,50.0
39f776d2974049026ff531fc42ef2a3e,construction_tools_safety,RS,1,94.68,22.98,117.66,12.04,0.0
3a1a1fec38dd360f15fc912e821e169d,auto,MG,1,99.9,16.67,116.57,16.54,0.0
3a1a1fec38dd360f15fc912e821e169d,auto,PE,1,82.99,19.12,102.11,12.28,0.0
3a1a1fec38dd360f15fc912e821e169d,auto,RJ,2,83.41,17.99,101.4,14.73,0.0
3a1a1fec38dd360f15fc912e821e169d,auto,SC,1,83.41,17.83,101.24,23.07,0.0
3a1a1fec38dd360f15fc912e821e169d,auto,SE,1,391.87,98.15,490.02,30.21,100.0
3a1a1fec38dd360f15fc912e821e169d,auto,SP,8,138.7,18.69,157.38,9.5,25.0
3a3c180dd702a725bd0ba4117689239e,pet_shop,RS,1,41.9,35.48,77.38,13.82,0.0
3a3e46d10f74d8a6ca76e2b538f106a0,food_drink,ES,1,39.9,15.11,55.01,25.24,0.0
3a3e46d10f74d8a6ca76e2b538f106a0,food_drink,SP,1,65.0,12.89,77.89,13.73,0.0
3a4127e1ba7208ea37044c5092aae170,telephony,MG,1,388.9,20.6,409.5,6.5,0.0
3a4127e1ba7208ea37044c5092aae170,telephony,PA,1,388.9,22.77,411.67,21.48,0.0
3a4127e1ba7208ea37044c5092aae170,telephony,RS,1,294.9,17.16,312.06,14.03,100.0
3a4127e1ba7208ea37044c5092aae170,telephony,SP,2,385.0,10.46,395.46,8.43,0.0
3a490ba60afa30ece0e7d50cfe74a4f0,fashion_bags_accessories,BA,1,189.9,18.9,208.8,21.28,0.0
3a490ba60afa30ece0e7d50cfe74a4f0,fashion_bags_accessories,ES,1,189.9,20.57,210.47,5.83,0.0
3a490ba60afa30ece0e7d50cfe74a4f0,fashion_bags_accessories,MG,1,189.9,14.35,204.25,7.22,0.0
3a490ba60afa30ece0e7d50cfe74a4f0,fashion_bags_accessories,PE,2,189.9,30.86,220.76,13.76,0.0
3a490ba60afa30ece0e7d50cfe74a4f0,fashion_bags_accessories,SP,3,193.23,16.78,210.01,8.19,0.0
3a52d63a8f9daf5a28f3626d7eb9bd28,sports_leisure,SC,1,35.0,17.78,52.78,6.34,100.0
3a734b715d333a2588a3d54a0c9b8746,baby,BA,1,69.0,23.35,92.35,41.95,0.0
3a734b715d333a2588a3d54a0c9b8746,consoles_games,SP,1,179.52,9.45,188.97,7.01,0.0
3a734b715d333a2588a3d54a0c9b8746,cool_stuff,MG,1,39.0,16.11,55.11,10.29,0.0
3a734b715d333a2588a3d54a0c9b8746,electronics,RJ,1,39.0,15.11,54.11,8.3,0.0
3a734b715d333a2588a3d54a0c9b8746,telephony,BA,1,110.0,16.21,126.21,8.18,0.0
3a734b715d333a2588a3d54a0c9b8746,telephony,MA,1,110.0,21.57,131.57,17.65,0.0
3a734b715d333a2588a3d54a0c9b8746,telephony,RS,1,110.0,14.52,124.52,6.21,0.0
3a734b715d333a2588a3d54a0c9b8746,telephony,SP,4,152.5,10.91,163.41,4.52,0.0
3a734b715d333a2588a3d54a0c9b8746,watches_gifts,BA,1,249.0,19.31,268.31,14.57,0.0
3aa3c89ae3cd482385568be76120f63c,auto,SP,1,29.9,19.04,48.94,10.83,0.0
3ab971ce71839580d2ae5b4e40fe8044,housewares,BA,2,112.45,41.46,153.91,11.64,0.0
3ab971ce71839580d2ae5b4e40fe8044,housewares,MG,3,97.23,23.75,120.99,6.27,0.0
3ab971ce71839580d2ae5b4e40fe8044,housewares,PE,2,112.45,52.59,165.04,12.56,0.0
3ab971ce71839580d2ae5b4e40fe8044,housewares,RJ,1,195.0,36.6,231.6,7.92,0.0
3ab971ce71839580d2ae5b4e40fe8044,housewares,SP,20,148.53,18.41,166.94,4.32,20.0
3ab971ce71839580d2ae5b4e40fe8044,sports_leisure,MG,1,119.0,41.81,160.81,5.61,100.0
3ab971ce71839580d2ae5b4e40fe8044,sports_leisure,SE,1,105.0,44.66,149.66,9.3,0.0
3ab971ce71839580d2ae5b4e40fe8044,sports_leisure,SP,5,116.2,17.18,133.38,5.25,40.0
3ac588cd562971392504a9e17130c40b,fashion_bags_accessories,SP,1,11.9,7.39,19.29,7.09,0.0
3ade81dab5a172b88e1871c28ae05260,furniture_bedroom,BA,2,164.0,73.37,237.37,34.41,100.0
3ade81dab5a172b88e1871c28ae05260,furniture_bedroom,MG,2,174.45,66.74,241.2,9.21,0.0
3ade81dab5a172b88e1871c28ae05260,furniture_bedroom,MS,1,179.0,45.71,224.71,23.52,0.0
3ade81dab5a172b88e1871c28ae05260,furniture_bedroom,RJ,4,188.0,57.32,245.32,20.6,25.0
3ade81dab5a172b88e1871c28ae05260,furniture_bedroom,RN,1,199.0,81.56,280.56,22.62,0.0
3ade81dab5a172b88e1871c28ae05260,furniture_bedroom,RS,1,185.0,45.75,230.75,16.63,100.0
3ade81dab5a172b88e1871c28ae05260,furniture_bedroom,SP,14,178.34,35.8,214.13,9.21,0.0
3ade81dab5a172b88e1871c28ae05260,furniture_decor,RJ,1,179.0,104.42,283.42,13.33,0.0
3ade81dab5a172b88e1871c28ae05260,furniture_decor,SP,2,179.0,36.76,215.76,9.41,0.0
3afc536624bc2e65bddfb5db33cc01f3,electronics,MG,2,52.0,13.72,65.72,6.28,0.0
3afc536624bc2e65bddfb5db33cc01f3,electronics,RJ,1,52.0,21.66,73.66,21.22,100.0
3afc536624bc2e65bddfb5db33cc01f3,electronics,RS,1,52.0,22.42,74.42,11.31,100.0
3afc536624bc2e65bddfb5db33cc01f3,electronics,SP,2,52.0,17.77,69.78,7.13,0.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,AL,1,129.99,38.46,168.45,29.58,0.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,BA,2,109.99,33.72,143.71,8.32,100.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,CE,2,95.49,28.14,123.62,26.39,0.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,ES,3,110.32,21.15,131.47,13.79,66.67
3b15288545f8928d3e65a8f949a28291,bed_bath_table,GO,1,89.99,17.88,107.87,17.84,0.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,MG,9,120.1,20.8,140.9,16.68,0.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,MT,1,69.99,18.06,88.05,24.75,0.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,PE,1,115.99,29.21,145.2,11.9,0.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,PR,5,129.99,29.39,159.38,9.97,0.0
3b15288545f8928d3e65a8f949a28291,bed_bath_table,RJ,19,105.25,21.0,126.26,18.89,15.79
3b15288545f8928d3e65a8f949a28291,bed_bath_table,RS,7,105.85,20.0,125.85,12.86,14.29
3b15288545f8928d3e65a8f949a28291,bed_bath_table,SC,3,129.99,21.77,151.76,34.04,33.33
3b15288545f8928d3e65a8f949a28291,bed_bath_table,SP,41,126.6,16.09,142.69,10.02,4.88
3b15288545f8928d3e65a8f949a28291,costruction_tools_garden,SP,1,39.99,12.69,52.68,11.41,0.0
3b15288545f8928d3e65a8f949a28291,home_comfort_2,RS,1,109.99,19.36,129.35,17.61,0.0
3b15288545f8928d3e65a8f949a28291,home_comfort_2,SP,1,219.99,17.69,237.68,7.41,0.0
3b18f9856c6eb2413eafedb58e9eecd9,construction_tools_lights,MG,1,315.0,20.09,335.09,9.18,0.0
3b872fd4747f01cc56206f2934198618,bed_bath_table,GO,2,84.94,57.11,142.06,16.89,0.0
3b872fd4747f01cc56206f2934198618,bed_bath_table,MG,3,116.6,78.75,195.34,10.06,33.33
3b872fd4747f01cc56206f2934198618,bed_bath_table,RJ,4,114.97,61.35,176.32,23.6,25.0
3b872fd4747f01cc56206f2934198618,bed_bath_table,RS,1,59.99,18.52,78.51,7.78,0.0
3b872fd4747f01cc56206f2934198618,bed_bath_table,SC,1,109.9,57.44,167.34,30.18,100.0
3b872fd4747f01cc56206f2934198618,bed_bath_table,SP,14,103.59,29.08,132.67,7.58,7.14
3bb32fedaa74e4ad20f4ce067733bd31,sports_leisure,MG,1,55.9,22.32,78.22,10.46,0.0
3bb32fedaa74e4ad20f4ce067733bd31,sports_leisure,RS,1,23.9,18.27,42.17,3.85,0.0
3bb548e3cb7f70f28e3f11ee9dce0e59,computers_accessories,DF,1,165.5,15.8,181.3,4.9,0.0
3bb548e3cb7f70f28e3f11ee9dce0e59,computers_accessories,ES,2,124.86,37.78,162.64,11.7,50.0
3bb548e3cb7f70f28e3f11ee9dce0e59,computers_accessories,MG,6,134.9,18.44,153.34,14.34,0.0
3bb548e3cb7f70f28e3f11ee9dce0e59,computers_accessories,MT,2,439.94,30.55,470.5,19.23,0.0
3bb548e3cb7f70f28e3f11ee9dce0e59,computers_accessories,PR,3,143.8,12.63,156.43,7.88,33.33
3bb548e3cb7f70f28e3f11ee9dce0e59,computers_accessories,RJ,7,122.86,18.61,141.46,10.47,14.29
3bb548e3cb7f70f28e3f11ee9dce0e59,computers_accessories,RS,2,102.39,17.68,120.08,9.39,0.0
3bb548e3cb7f70f28e3f11ee9dce0e59,computers_accessories,SC,4,136.14,19.01,155.15,9.84,25.0
3bb548e3cb7f70f28e3f11ee9dce0e59,computers_accessories,SP,18,133.01,13.33,146.34,8.19,5.56
3bdff180c7e1f6551a643b99c265a120,computers_accessories,BA,4,40.9,22.27,63.17,13.04,0.0
3bdff180c7e1f6551a643b99c265a120,computers_accessories,ES,1,16.9,14.1,31.0,16.32,0.0
3bdff180c7e1f6551a643b99c265a120,computers_accessories,GO,2,169.9,44.74,214.64,7.83,0.0
3bdff180c7e1f6551a643b99c265a120,computers_accessories,MA,1,99.9,50.36,150.26,16.18,0.0
3bdff180c7e1f6551a643b99c265a120,computers_accessories,MG,7,33.9,16.7,50.6,8.17,14.29
3bdff180c7e1f6551a643b99c265a120,computers_accessories,MT,1,16.9,16.79,33.69,23.21,100.0
3bdff180c7e1f6551a643b99c265a120,computers_accessories,PA,1,29.9,26.09,55.99,14.83,0.0
3bdff180c7e1f6551a643b99c265a120,computers_accessories,RJ,7,80.04,20.41,100.46,6.43,0.0
3bdff180c7e1f6551a643b99c265a120,computers_accessories,RS,3,49.9,19.17,69.07,22.95,0.0
3bdff180c7e1f6551a643b99c265a120,computers_accessories,SC,3,47.9,18.78,66.68,20.56,0.0
3bdff180c7e1f6551a643b99c265a120,computers_accessories,SP,26,43.09,11.83,54.92,6.39,11.54
3be5841cdcc46de4ed3f9116f104b2c5,construction_tools_construction,MG,1,149.9,21.13,171.03,6.83,0.0
3be5841cdcc46de4ed3f9116f104b2c5,construction_tools_construction,PR,1,149.9,21.13,171.03,8.61,0.0
3be5841cdcc46de4ed3f9116f104b2c5,garden_tools,SP,1,149.9,16.16,166.06,4.04,0.0
3be5841cdcc46de4ed3f9116f104b2c5,housewares,RS,1,149.9,29.93,179.83,12.54,0.0
3be634553519fb6536a03e1358e9fdc7,fashion_bags_accessories,SP,3,46.95,10.56,57.52,2.81,66.67
3be634553519fb6536a03e1358e9fdc7,furniture_decor,ES,1,39.9,14.1,54.0,24.18,0.0
3be634553519fb6536a03e1358e9fdc7,furniture_decor,MT,1,42.0,17.22,59.22,11.19,0.0
3be634553519fb6536a03e1358e9fdc7,furniture_decor,SC,2,42.44,16.68,59.12,21.16,50.0
3be634553519fb6536a03e1358e9fdc7,furniture_decor,SP,1,29.9,11.85,41.75,12.08,0.0
3be634553519fb6536a03e1358e9fdc7,furniture_living_room,GO,1,49.99,44.15,94.14,8.13,0.0
3be634553519fb6536a03e1358e9fdc7,furniture_living_room,SC,1,49.9,16.16,66.06,4.41,0.0
3be634553519fb6536a03e1358e9fdc7,furniture_living_room,SP,2,49.99,12.75,62.74,2.47,0.0
3be634553519fb6536a03e1358e9fdc7,health_beauty,SP,1,49.99,13.37,63.36,10.29,0.0
3be634553519fb6536a03e1358e9fdc7,housewares,BA,6,64.45,31.1,95.55,17.72,16.67
3be634553519fb6536a03e1358e9fdc7,housewares,DF,2,67.86,41.16,109.03,13.26,0.0
3be634553519fb6536a03e1358e9fdc7,housewares,GO,1,95.15,16.92,112.07,8.95,0.0
3be634553519fb6536a03e1358e9fdc7,housewares,MG,4,55.48,21.9,77.39,7.53,25.0
3be634553519fb6536a03e1358e9fdc7,housewares,PA,1,72.99,33.12,106.11,26.17,0.0
3be634553519fb6536a03e1358e9fdc7,housewares,PR,3,64.38,38.37,102.75,12.29,33.33
3be634553519fb6536a03e1358e9fdc7,housewares,RJ,4,71.98,19.93,91.91,6.98,50.0
3be634553519fb6536a03e1358e9fdc7,housewares,RS,4,102.96,18.61,121.57,14.9,25.0
3be634553519fb6536a03e1358e9fdc7,housewares,SC,3,52.6,21.26,73.86,17.99,0.0
3be634553519fb6536a03e1358e9fdc7,housewares,SP,24,65.64,15.74,81.38,3.77,8.33
3be634553519fb6536a03e1358e9fdc7,sports_leisure,CE,1,15.9,17.63,33.53,14.65,0.0
3be634553519fb6536a03e1358e9fdc7,sports_leisure,MG,3,21.43,15.37,36.81,9.87,33.33
3be634553519fb6536a03e1358e9fdc7,sports_leisure,MT,1,19.9,17.07,36.97,10.33,0.0
3be634553519fb6536a03e1358e9fdc7,sports_leisure,PR,1,27.61,14.1,41.71,13.01,0.0
3be634553519fb6536a03e1358e9fdc7,sports_leisure,RJ,1,18.5,15.23,33.73,5.55,0.0
3be634553519fb6536a03e1358e9fdc7,sports_leisure,SP,6,20.23,9.17,29.41,4.2,0.0
3bfba5a77604f6dfae7e6dd7aaf65821,health_beauty,PR,1,527.9,18.0,545.9,9.11,0.0
3bfba5a77604f6dfae7e6dd7aaf65821,health_beauty,RO,1,1319.9,71.49,1391.39,13.98,0.0
3bfba5a77604f6dfae7e6dd7aaf65821,health_beauty,SP,2,123.85,16.6,140.45,7.18,0.0
3c010235b7345c92f125d14ee232a76b,pet_shop,DF,1,254.0,20.69,274.69,11.25,0.0
3c010235b7345c92f125d14ee232a76b,pet_shop,MG,2,197.0,24.83,221.83,9.86,0.0
3c010235b7345c92f125d14ee232a76b,pet_shop,PE,1,245.0,33.86,278.86,12.45,0.0
3c010235b7345c92f125d14ee232a76b,pet_shop,PR,1,195.0,16.44,211.44,9.47,0.0
3c010235b7345c92f125d14ee232a76b,pet_shop,RJ,2,317.5,36.52,354.02,11.36,0.0
3c010235b7345c92f125d14ee232a76b,pet_shop,RO,1,195.0,68.51,263.51,15.87,0.0
3c010235b7345c92f125d14ee232a76b,pet_shop,RS,1,195.0,19.17,214.17,13.49,0.0
3c010235b7345c92f125d14ee232a76b,pet_shop,SP,6,244.17,24.33,268.49,10.17,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,food,RJ,1,18.45,11.39,29.84,5.82,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,food,SE,1,18.45,18.89,37.34,25.02,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,food,SP,1,29.1,15.11,44.21,21.32,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,DF,2,56.25,15.35,71.6,18.92,50.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,ES,1,479.9,22.85,502.75,11.1,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,GO,1,83.8,17.03,100.83,18.41,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,MA,1,104.9,24.86,129.76,53.89,100.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,MG,6,106.09,15.67,121.76,9.66,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,PR,1,28.7,15.23,43.93,15.05,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,RJ,4,56.84,8.04,64.89,5.3,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,RS,1,104.9,23.66,128.56,17.96,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,SC,1,479.9,26.23,506.13,16.09,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,SE,1,84.0,19.5,103.5,6.7,0.0
3c03b12bab54d8b37d79d914bfdb1aa0,sports_leisure,SP,14,86.72,15.77,102.49,11.28,35.71
3c3017960b2dbd72711a61f0400aab8f,furniture_decor,BA,1,89.9,27.1,117.0,14.36,0.0
3c3017960b2dbd72711a61f0400aab8f,furniture_decor,DF,1,89.9,23.18,113.08,13.66,0.0
3c3017960b2dbd72711a61f0400aab8f,furniture_decor,MG,2,89.9,23.18,113.08,10.3,0.0
3c3017960b2dbd72711a61f0400aab8f,furniture_decor,PA,1,89.9,38.2,128.1,23.02,0.0
3c3017960b2dbd72711a61f0400aab8f,furniture_decor,RJ,1,89.9,20.95,110.85,7.93,0.0
3c3017960b2dbd72711a61f0400aab8f,housewares,ES,1,169.9,19.89,189.79,8.67,0.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,BA,3,268.57,30.96,299.53,14.48,0.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,CE,1,289.9,35.83,325.73,42.22,100.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,DF,3,229.9,8.92,238.82,6.37,0.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,GO,2,199.9,16.15,216.05,12.31,0.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,MA,1,299.9,24.82,324.72,19.07,0.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,MG,3,388.9,18.18,407.08,8.27,33.33
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,PA,1,289.9,52.75,342.65,17.1,0.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,PR,5,311.9,23.63,335.53,13.02,0.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,RJ,2,244.9,18.53,263.44,19.5,0.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,RS,2,344.9,29.7,374.6,19.34,0.0
3c487ae8f8d7542beff5788e2e0aea83,fashion_bags_accessories,SP,7,287.9,19.14,307.04,10.56,14.29
3c4e0452bff7a2a788179488d3d77032,baby,SP,2,63.4,14.27,77.68,21.03,50.0
3c4e0452bff7a2a788179488d3d77032,toys,GO,1,119.9,21.64,141.54,11.89,0.0
3c4e0452bff7a2a788179488d3d77032,toys,MG,2,109.9,16.77,126.68,12.27,0.0
3c4e0452bff7a2a788179488d3d77032,toys,MS,1,110.9,18.35,129.25,12.35,0.0
3c4e0452bff7a2a788179488d3d77032,toys,PI,1,238.9,45.52,284.42,11.12,0.0
3c4e0452bff7a2a788179488d3d77032,toys,PR,3,83.23,10.91,94.14,2.1,0.0
3c4e0452bff7a2a788179488d3d77032,toys,RJ,4,114.9,17.28,132.18,16.82,50.0
3c4e0452bff7a2a788179488d3d77032,toys,RS,4,107.65,17.07,124.72,16.44,0.0
3c4e0452bff7a2a788179488d3d77032,toys,SC,1,99.9,16.46,116.36,23.16,0.0
3c4e0452bff7a2a788179488d3d77032,toys,SP,13,108.52,16.31,124.82,9.72,23.08
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,DF,1,13.99,15.23,29.22,16.06,0.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,ES,1,13.99,14.1,28.09,13.38,100.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,GO,3,13.99,14.43,28.42,16.49,66.67
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,MG,7,26.98,14.6,41.57,14.8,28.57
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,MS,4,13.99,14.63,28.62,8.96,25.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,PA,1,98.9,17.97,116.87,27.27,0.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,PE,1,13.99,25.63,39.62,16.99,0.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,PI,2,13.99,21.15,35.14,22.82,50.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,PR,4,35.22,14.68,49.9,11.51,0.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,RJ,11,21.71,14.98,36.69,11.96,45.45
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,RN,2,16.44,54.16,70.6,12.46,100.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,RO,1,13.99,22.85,36.84,18.2,0.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,RS,4,13.99,14.6,28.59,14.49,25.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,SC,4,39.99,14.97,54.96,21.5,50.0
3c7c4a49ec3c6550809089c6a2ca9370,perfumery,SP,90,26.82,8.28,35.11,5.12,22.22
3c88ed2e76a2247933a15daa7161eb1c,pet_shop,ES,1,155.0,151.2,306.2,19.91,0.0
3ca08eeb8d5595949fed424bd3677742,toys,MG,1,94.9,19.9,114.8,10.63,0.0
3ca08eeb8d5595949fed424bd3677742,toys,PR,2,174.9,43.36,218.26,6.55,0.0
3ca08eeb8d5595949fed424bd3677742,toys,RJ,1,99.9,16.14,116.04,19.09,0.0
3ca08eeb8d5595949fed424bd3677742,toys,SC,2,139.9,20.6,160.5,6.58,0.0
3ca08eeb8d5595949fed424bd3677742,toys,SP,7,123.5,40.73,164.23,10.07,0.0
3cfa1358a6caa965278721344c8d76f2,construction_tools_construction,RJ,1,60.99,15.31,76.3,12.96,0.0
3cfa1358a6caa965278721344c8d76f2,construction_tools_construction,SP,1,55.32,13.97,69.29,6.85,0.0
3cfa1358a6caa965278721344c8d76f2,home_construction,SP,3,1007.99,17.32,1025.31,3.97,0.0
3d01d1c414c44b5943a09619ff3853cb,baby,MA,2,75.9,21.33,97.23,17.62,0.0
3d01d1c414c44b5943a09619ff3853cb,baby,MG,1,75.9,15.28,91.18,8.09,0.0
3d01d1c414c44b5943a09619ff3853cb,baby,RJ,1,75.9,15.28,91.18,11.98,0.0
3d0cd21d41671c46f82cd11176bf7277,agro_industry_and_commerce,PR,1,33.9,13.72,47.62,8.24,0.0
3d0cd21d41671c46f82cd11176bf7277,books_general_interest,DF,1,35.9,26.89,62.79,12.85,0.0
3d0cd21d41671c46f82cd11176bf7277,books_general_interest,PR,1,35.9,19.32,55.22,14.28,0.0
3d0cd21d41671c46f82cd11176bf7277,books_general_interest,SP,2,35.9,16.11,52.01,18.55,0.0
3d0cd21d41671c46f82cd11176bf7277,cool_stuff,PR,2,33.9,13.5,47.4,13.28,0.0
3d0cd21d41671c46f82cd11176bf7277,cool_stuff,RJ,1,50.9,23.29,74.19,10.97,0.0
3d2400ac620cffa23ac81bd192f7f555,costruction_tools_tools,SP,1,105.0,8.9,113.9,7.35,0.0
3d2531eccfbde1d7c8db7a3a12fb267a,health_beauty,BA,1,349.9,19.38,369.28,8.04,0.0
3d2531eccfbde1d7c8db7a3a12fb267a,health_beauty,MG,1,99.99,14.78,114.77,11.9,0.0
3d2531eccfbde1d7c8db7a3a12fb267a,health_beauty,PA,1,99.99,52.83,152.82,20.37,0.0
3d2531eccfbde1d7c8db7a3a12fb267a,health_beauty,SC,1,349.9,19.38,369.28,9.0,0.0
3d2531eccfbde1d7c8db7a3a12fb267a,health_beauty,SP,6,183.29,17.78,201.07,8.55,16.67
3d290fe363c60a77498c1126fd3fb8d3,computers_accessories,PR,1,159.0,16.32,175.32,7.02,0.0
3d290fe363c60a77498c1126fd3fb8d3,computers_accessories,SP,2,19.99,9.37,29.36,7.68,0.0
3d39fbf22a665714baf62fae36029e23,garden_tools,RS,1,299.9,24.39,324.29,18.78,0.0
3d39fbf22a665714baf62fae36029e23,garden_tools,SP,1,299.9,14.65,314.55,1.91,0.0
3d39fbf22a665714baf62fae36029e23,sports_leisure,DF,1,59.9,17.26,77.16,10.59,0.0
3d39fbf22a665714baf62fae36029e23,sports_leisure,MG,1,224.9,13.91,238.81,13.65,0.0
3d39fbf22a665714baf62fae36029e23,sports_leisure,RJ,1,224.9,16.33,241.23,14.96,0.0
3d39fbf22a665714baf62fae36029e23,sports_leisure,SP,3,464.9,14.7,479.6,2.46,0.0
3d3ccf2b2f8134b10dce9dd446f0e075,bed_bath_table,MA,1,93.5,57.42,150.92,38.22,100.0
3d3ccf2b2f8134b10dce9dd446f0e075,bed_bath_table,MG,1,432.3,69.62,501.92,7.27,0.0
3d3ccf2b2f8134b10dce9dd446f0e075,bed_bath_table,SP,1,82.8,14.89,97.69,4.83,0.0
3d4824f20035949c710eaf111f869d39,auto,SP,1,29.41,11.23,40.64,13.13,100.0
3d4824f20035949c710eaf111f869d39,computers_accessories,SP,1,32.66,8.98,41.64,1.98,0.0
3d4824f20035949c710eaf111f869d39,housewares,RS,1,114.38,23.6,137.98,11.06,0.0
3d4824f20035949c710eaf111f869d39,music,DF,1,50.35,15.48,65.83,8.36,0.0
3d4824f20035949c710eaf111f869d39,music,MG,2,28.23,13.64,41.86,11.42,0.0
3d49bfdd1b43a7fe169b3740067acc61,construction_tools_construction,PR,1,55.0,22.32,77.32,7.16,0.0
3d49bfdd1b43a7fe169b3740067acc61,construction_tools_construction,RJ,2,80.0,19.75,99.75,9.56,0.0
3d4b1ae7539303b5704493798893e82c,computers_accessories,MG,1,262.0,24.15,286.15,15.59,0.0
3d4b1ae7539303b5704493798893e82c,computers_accessories,RJ,1,282.0,29.33,311.33,11.43,0.0
3d4b1ae7539303b5704493798893e82c,musical_instruments,ES,1,49.0,16.11,65.11,15.86,0.0
3d4b1ae7539303b5704493798893e82c,musical_instruments,MG,2,82.5,14.83,97.33,12.18,0.0
3d4b1ae7539303b5704493798893e82c,musical_instruments,SP,1,52.0,8.72,60.72,5.22,0.0
3d5d0dc7073a299e31fa718ce1bc00b6,health_beauty,BA,1,37.9,20.54,58.44,8.4,0.0
